date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:31	42942/42942	---MC-	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2003:02:30%20GMT	http://www.i-butchicken.com/	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/index.html	(from )
12:02:31	26649/26649	---M--	200	added ('OK')	image/png	etag:%22258107a-6819-5f411b146b20c%22	http://www.i-butchicken.com/img/og-image.png	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/img/og-image.png	(from http://www.i-butchicken.com/)
12:02:31	31458/31458	---M--	200	added ('OK')	text/css	etag:%22258103c-7ae2-5f411b12d5dac%22	http://www.i-butchicken.com/css/default.css?ver=220620	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/css/default7d54.css	(from http://www.i-butchicken.com/)
12:02:31	31000/31000	---M--	200	added ('OK')	text/css	etag:%222581105-7918-5f411b18c003c%22	http://www.i-butchicken.com/js/font-awesome/css/font-awesome.min.css?ver=220620	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/js/font-awesome/css/font-awesome.min7d54.css	(from http://www.i-butchicken.com/)
12:02:31	5605/5605	---M--	200	added ('OK')	text/css	etag:%222581957-15e5-5f411b5062ef4%22	http://www.i-butchicken.com/skin/latest/basic_news/style.css?ver=220620	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/skin/latest/basic_news/style7d54.css	(from http://www.i-butchicken.com/)
12:02:32	310/310	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Mar%202023%2003:02:31%20GMT	http://www.i-butchicken.com/bbs	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/bbs.4.delayed	(from http://www.i-butchicken.com/)
12:02:32	295/295	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Mar%202023%2003:02:32%20GMT	http://www.i-butchicken.com/bbs/	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/bbs/index.html	(from http://www.i-butchicken.com/)
12:02:32	32038/32038	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%222580e6b-7d26-5f411b09451fc%22	http://www.i-butchicken.com/favicon.ico	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/favicon.ico	(from http://www.i-butchicken.com/)
12:02:32	97163/97163	---M--	200	added ('OK')	text/javascript	etag:%2225810cf-17b8b-5f411b17a164c%22	http://www.i-butchicken.com/js/jquery-1.12.4.min.js?ver=221017	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/js/jquery-1.12.4.min4fe0.js	(from http://www.i-butchicken.com/)
12:02:32	10056/10056	---M--	200	added ('OK')	text/javascript	etag:%2225810d1-2748-5f411b17a7024%22	http://www.i-butchicken.com/js/jquery-migrate-1.4.1.min.js?ver=221017	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/js/jquery-migrate-1.4.1.min4fe0.js	(from http://www.i-butchicken.com/)
12:02:32	2822/2822	---M--	200	added ('OK')	text/javascript	etag:%2225810d6-b06-5f411b17c0e34%22	http://www.i-butchicken.com/js/jquery.menu.js?ver=221017	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/js/jquery.menu4fe0.js	(from http://www.i-butchicken.com/)
12:02:33	21116/21116	---M--	200	added ('OK')	text/javascript	etag:%2225810cb-527c-5f411b17904dc%22	http://www.i-butchicken.com/js/common.js?ver=221017	C:/My%20Web%20Sites/kjs/www.i-butchicken.com/js/common4fe0.js	(from http://www.i-butchicken.com/)
